,GAN,GAN_Feat,VGG,D_Fake,D_real
2300,0.1550786793231964,7.057287693023682,4.363255977630615,0.8368782997131348,0.5982308983802795
2400,1.2831718921661377,5.798088073730469,3.982848644256592,0.3434756398200989,1.618562936782837
2500,0.22135917842388153,5.703421115875244,3.705272912979126,1.0179710388183594,0.2930583953857422
2600,0.8657447099685669,7.628506183624268,4.628565788269043,0.6498315930366516,0.9741718173027039
2700,0.7203800678253174,7.0058112144470215,3.5792458057403564,0.6684579849243164,0.754481315612793
2800,0.6938347816467285,7.086209297180176,3.8403677940368652,0.7530238628387451,0.4426726698875427
2900,0.8044657707214355,8.072659492492676,4.867169380187988,0.6252993941307068,0.7487913370132446
3000,0.6766886711120605,5.879705905914307,3.938298225402832,0.6597696542739868,1.0458362102508545
3100,0.8067614436149597,7.088488578796387,3.7656164169311523,0.5543984174728394,0.8455572724342346
3200,1.2664591073989868,5.854763031005859,3.655498504638672,0.26666510105133057,1.4131224155426025
3300,1.13154935836792,7.617955207824707,4.874935150146484,0.4567338526248932,1.0898722410202026
3400,0.05556463077664375,9.330865859985352,5.561225414276123,1.7046551704406738,0.04445759207010269
3500,-0.24001623690128326,5.453865051269531,3.4203743934631348,1.8334922790527344,0.04142453521490097
3600,0.15153451263904572,5.213115692138672,3.3755664825439453,1.144866704940796,0.26795440912246704
3700,0.9732630252838135,8.02783489227295,5.753317832946777,0.7216652631759644,0.3662988543510437
3800,0.06897197663784027,7.0409393310546875,4.695856094360352,1.2032923698425293,0.37439483404159546
3900,0.051695581525564194,5.21675968170166,3.348749876022339,1.2130849361419678,0.3752123713493347
4000,1.9081283807754517,6.911574363708496,4.461245059967041,0.11039668321609497,1.5337731838226318
4100,0.9606878757476807,6.2750396728515625,3.8513731956481934,0.526490330696106,0.9892925024032593
4200,0.9665261507034302,5.354888916015625,3.5482311248779297,0.6993607878684998,0.8801453709602356
4300,0.8849326372146606,7.2704176902771,4.322965145111084,0.6709311604499817,0.747310221195221
4400,0.7029697895050049,7.3281025886535645,4.588274002075195,0.7455446720123291,0.5239161252975464
4500,1.2828820943832397,6.695777416229248,4.252496242523193,0.5860046148300171,1.3031556606292725
4600,1.9706015586853027,8.424208641052246,5.939687728881836,0.10552479326725006,0.955453634262085
4700,1.0389695167541504,5.330900192260742,3.434419631958008,0.40655916929244995,1.0822062492370605
4800,0.527873158454895,6.050187587738037,3.5323212146759033,0.8805974721908569,0.6219430565834045
4900,0.1680489182472229,5.0815958976745605,3.2682812213897705,1.2343225479125977,0.2922258973121643
5000,2.114384889602661,6.274554252624512,3.829514503479004,0.042118411511182785,1.9660851955413818
5100,1.378030776977539,7.000481605529785,4.247772693634033,0.4264456629753113,1.2581634521484375
5200,0.8232834935188293,5.962985515594482,3.2288119792938232,0.5947682857513428,0.8524293899536133
5300,0.6150826811790466,8.064555168151855,5.88035774230957,0.8223402500152588,0.16448605060577393
5400,0.6148856282234192,9.058011054992676,5.231939315795898,1.1363909244537354,0.21013379096984863
5500,0.5454675555229187,5.587575912475586,2.9117252826690674,0.8529439568519592,0.7113621830940247
5600,0.6481755375862122,6.627895832061768,4.242417335510254,0.868382453918457,0.7215026021003723
5700,0.023121517151594162,7.158888339996338,4.895094871520996,1.6201533079147339,0.34816277027130127
5800,0.8329381346702576,5.197722911834717,3.1926093101501465,0.4825360178947449,0.9943159222602844
5900,1.027524709701538,6.292968273162842,4.029193878173828,0.5752241015434265,1.043844223022461
6000,0.6257707476615906,5.968184471130371,3.5913400650024414,0.6618010997772217,0.9446595311164856
6100,-0.12023834139108658,3.982717752456665,2.7896971702575684,1.4512958526611328,0.31406524777412415
6200,1.1666033267974854,5.3859992027282715,3.5760374069213867,0.5087622404098511,0.985018253326416
6300,1.1384639739990234,5.334908485412598,2.810845136642456,0.34867382049560547,1.2165337800979614
6400,1.60209059715271,5.763328552246094,3.696350574493408,0.05726635083556175,1.7307472229003906
6500,1.0002671480178833,6.401236057281494,4.178468704223633,0.6223029494285583,0.7123086452484131
6600,0.5965532660484314,7.036709308624268,4.637285232543945,1.1395162343978882,0.3819860816001892
6700,0.12128689885139465,5.634600639343262,3.136373996734619,1.0273172855377197,0.32263052463531494
6800,1.4594979286193848,5.310385227203369,3.295201063156128,0.22032496333122253,1.6439205408096313
6900,1.0171864032745361,4.217884540557861,2.874459743499756,0.5011696219444275,1.1300938129425049
7000,1.7680675983428955,8.892983436584473,5.913430213928223,0.42444637417793274,0.3411564230918884
